name,nui,municipality,status,type,established_year,source
"AirShqiponja SH.P.K.","812223965","Prishtinë","Registered","LLC","2024","https://arbk.atlas-studio.eu/activity/7911/page/24"
"DITURIA Reiseburo SH.P.K.","811050377","Ferizaj","Registered","LLC","2014","https://arbk.atlas-studio.eu/activity/7911/page/24"
"Aventro Travel SH.P.K.","812354041","Gjilan","Registered","LLC","2025","https://arbk.atlas-studio.eu/activity/7911/page/24"
"Arbnor Nika B.I.","810904608","Prishtinë","Registered","Individual","2010","https://arbk.atlas-studio.eu/activity/7911/page/24"
"ImmKos SH.P.K.","811181312","Gjilan","Registered","LLC","2008","https://arbk.atlas-studio.eu/activity/7911/page/24"
"Genius Travel SH.P.K.","812353407","Gjakovë","Registered","LLC","2025","https://arbk.atlas-studio.eu/activity/7911/page/24"
"AVIO TRAVEL L.L.C.","811990630","Prishtinë","Registered","LLC","2022","https://arbk.atlas-studio.eu/activity/7911/page/24"
"DREAM FLY SH.P.K.","811880500","Prishtinë","Registered","LLC","2021","https://arbk.atlas-studio.eu/activity/7911/page/24"
"Lt finance Group L.L.C.","811990094","Ferizaj","Registered","LLC","2022","https://arbk.atlas-studio.eu/activity/7911/page/24"
"Travel Time Agency SH.P.K.","812103935","Prishtinë","Registered","LLC","2023","https://arbk.atlas-studio.eu/activity/7911/page/24"
"Arbër Sm. Berisha B.I.","810073982","Gllogoc","Registered","Individual","2017","https://arbk.atlas-studio.eu/activity/7911/page/24"
"Enter Aviation L.L.C.","812222438","Ferizaj","Registered","LLC","2024","https://arbk.atlas-studio.eu/activity/7911/page/24"
"LIANA SMART AGENCY L.L.C.","811879363","Podujevë","Registered","LLC","2021","https://arbk.atlas-studio.eu/activity/7911/page/24"
"Eset Rukovci B.I.","811393173","Prishtinë","Registered","Individual","2005","https://arbk.atlas-studio.eu/activity/7911/page/24"
"Rina Podvorica Rexhepi B.I.","812116392","Prishtinë","Registered","Individual","2024","https://arbk.atlas-studio.eu/activity/7911/page/24"
"Visa Travel BGB L.L.C.","812116839","Ferizaj","Registered","LLC","2024","https://arbk.atlas-studio.eu/activity/7911/page/24"
"Premium Booking L.L.C.","812097112","Gjilan","Registered","LLC","2023","https://arbk.atlas-studio.eu/activity/7911/page/24"
"Prime Tours & Travel SH.P.K.","811982215","Prishtinë","Registered","LLC","2022","https://arbk.atlas-studio.eu/activity/7911/page/24"
"Koha Travel KT SH.P.K.","811495549","Ferizaj","Registered","LLC","2021","https://arbk.atlas-studio.eu/activity/7911/page/24"
"Jobs Connection L.L.C.","811495862","Prishtinë","Registered","LLC","2021","https://arbk.atlas-studio.eu/activity/7911/page/24"
"Demë Batusha B.I.","810246381","Gjakovë","Registered","Individual","2006","https://arbk.atlas-studio.eu/activity/7911/page/24"
"TravelUP L.L.C.","812352722","Prishtinë","Registered","LLC","2025","https://arbk.atlas-studio.eu/activity/7911/page/24"
"Travel with Point SH.P.K.","812222058","Ferizaj","Registered","LLC","2024","https://arbk.atlas-studio.eu/activity/7911/page/24"
"Time to Travel L.L.C.","812103175","Prishtinë","Registered","LLC","2023","https://arbk.atlas-studio.eu/activity/7911/page/24"
"IDA TRAVEL SH.P.K.","810975419","Prizren","Registered","LLC","2016","https://arbk.atlas-studio.eu/activity/7911/page/24"
"Selim Halilaj B.I.","810244856","Gjakovë","Registered","Individual","2007","https://arbk.atlas-studio.eu/activity/7911/page/24"
"Amanet Tours L.L.C.","812221183","Prishtinë","Registered","LLC","2024","https://arbk.atlas-studio.eu/activity/7911/page/24"
"Hamidije Çoçaj B.I.","812102606","Prizren","Registered","Individual","2023","https://arbk.atlas-studio.eu/activity/7911/page/24"
"MyBus SH.P.K.","811879040","Gjilan","Registered","LLC","2021","https://arbk.atlas-studio.eu/activity/7911/page/24"
"Pro Travel SH.P.K.","811878399","Rahovec","Registered","LLC","2021","https://arbk.atlas-studio.eu/activity/7911/page/24"
"Agjensia E Udhëtimeve DUATOURIST SH.P.K.","810973710","Prizren","Registered","LLC","2015","https://arbk.atlas-studio.eu/activity/7911/page/24"
"EXPRESS FLY SH.P.K.","812350924","Fushë Kosovë","Registered","LLC","2025","https://arbk.atlas-studio.eu/activity/7911/page/24"
"La Luna Travel SH.P.K.","811987405","Gjilan","Registered","LLC","2022","https://arbk.atlas-studio.eu/activity/7911/page/25"
"Donat Kajtazi B.I.","810074021","Gjilan","Registered","Individual","2017","https://arbk.atlas-studio.eu/activity/7911/page/25"
"Mursel Ibrahimi I.P.","811324186","Gjilan","Registered","Individual","2011","https://arbk.atlas-studio.eu/activity/7911/page/25"
"FluturoLire L.L.C.","812101236","Prishtinë","Registered","LLC","2023","https://arbk.atlas-studio.eu/activity/7911/page/25"
"ALTAVIA TRAVEL SH.P.K.","810463232","Prishtinë","Registered","LLC","2000","https://arbk.atlas-studio.eu/activity/7911/page/25"
"Vendlindja Travel SH.P.K.","812218784","Skenderaj","Registered","LLC","2024","https://arbk.atlas-studio.eu/activity/7911/page/25"
"Salma Tourism SH.P.K.","812349406","Prishtinë","Registered","LLC","2025","https://arbk.atlas-studio.eu/activity/7911/page/25"
"Betim Braha B.I.","812001593","Prizren","Registered","Individual","2023","https://arbk.atlas-studio.eu/activity/7911/page/25"
"Shqipdona Kalludra Hoti B.I.","811981928","Fushë Kosovë","Registered","Individual","2022","https://arbk.atlas-studio.eu/activity/7911/page/25"
"WAY UMRAH L.L.C.","811891383","Prishtinë","Registered","LLC","2022","https://arbk.atlas-studio.eu/activity/7911/page/25"
"OMEGA TOURS L.L.C.","810068321","Prizren","Registered","LLC","2017","https://arbk.atlas-studio.eu/activity/7911/page/25"
"Mirko Todorovic B.I.","810905507","Graçanicë","Registered","Individual","2011","https://arbk.atlas-studio.eu/activity/7911/page/25"
"GJAFA TRAVEL SH.P.K.","812217596","Klinë","Registered","LLC","2024","https://arbk.atlas-studio.eu/activity/7911/page/25"
"Nord Freeride L.L.C.","811985392","Prishtinë","Registered","LLC","2022","https://arbk.atlas-studio.eu/activity/7911/page/25"
"Ilir N. Beqiri B.I.","811876682","Prishtinë","Registered","Individual","2021","https://arbk.atlas-studio.eu/activity/7911/page/25"
"ATLANTIS L.L.C.","810854415","Prishtinë","Registered","LLC","2015","https://arbk.atlas-studio.eu/activity/7911/page/25"
"Lulzim Gjocaj B.I.","810755390","Pejë","Registered","Individual","2009","https://arbk.atlas-studio.eu/activity/7911/page/25"
"Turismo Travel L.L.C.","812001204","Prishtinë","Registered","LLC","2023","https://arbk.atlas-studio.eu/activity/7911/page/25"
"KOSOVA - TOURS SH.P.K.","811093468","Viti","Registered","LLC","2017","https://arbk.atlas-studio.eu/activity/7911/page/25"
"Nordiko Travel L.L.C.","812088674","Prishtinë","Registered","LLC","2023","https://arbk.atlas-studio.eu/activity/7911/page/25"
"Rio Travel L.L.C.","811464130","Prishtinë","Registered","LLC","2020","https://arbk.atlas-studio.eu/activity/7911/page/25"
"ISTANBUL TURIZM L.L.C.","810864935","Prishtinë","Registered","LLC","2014","https://arbk.atlas-studio.eu/activity/7911/page/25"
"Luljeta Krasniqi B.I.","810579724","Prizren","Registered","Individual","2000","https://arbk.atlas-studio.eu/activity/7911/page/25"
"Agjensioni Turistik Flaka SH.P.K.","812336536","Gjilan","Registered","LLC","2025","https://arbk.atlas-studio.eu/activity/7911/page/25"
"ARNISI GROUP O.P.","810197782","Klinë","Registered","Partnership","2015","https://arbk.atlas-studio.eu/activity/7911/page/25"
"Agim Xhemaili B.I.","811341932","Prishtinë","Registered","Individual","2000","https://arbk.atlas-studio.eu/activity/7911/page/26"
"Fexhrije Syla B.I.","812335463","Prishtinë","Registered","Individual","2025","https://arbk.atlas-studio.eu/activity/7911/page/26"
"Albasky L.L.C.","812087890","Prishtinë","Registered","LLC","2023","https://arbk.atlas-studio.eu/activity/7911/page/26"
"KOMPANIA AJRORE DREAMREISEN SH.P.K.","811974642","Lipjan","Registered","LLC","2022","https://arbk.atlas-studio.eu/activity/7911/page/26"
"AIRVOYAGE SH.P.K.","811462762","Prishtinë","Registered","LLC","2020","https://arbk.atlas-studio.eu/activity/7911/page/26"
"Adriatic24.ks SH.P.K.","810065252","Prishtinë","Registered","LLC","2017","https://arbk.atlas-studio.eu/activity/7911/page/26"
"Veneta Travel SH.P.K.","810811788","Prishtinë","Registered","LLC","2011","https://arbk.atlas-studio.eu/activity/7911/page/26"
"MONGA L.L.C.","811973347","Gjilan","Registered","LLC","2022","https://arbk.atlas-studio.eu/activity/7911/page/26"
"Albris Krasniqi B.I.","811973610","Dragash","Registered","Individual","2022","https://arbk.atlas-studio.eu/activity/7911/page/26"
"Rifadije Arifi B.I.","811200758","Gjilan","Registered","Individual","2011","https://arbk.atlas-studio.eu/activity/7911/page/26"
"Nexhat Ramadani B.I.","810643785","Ferizaj","Registered","Individual","2000","https://arbk.atlas-studio.eu/activity/7911/page/26"
"Mo'ath Darweesh B.I.","812345339","Prishtinë","Registered","Individual","2025","https://arbk.atlas-studio.eu/activity/7911/page/26"
"PrishtinaSky Holiday L.L.C.","812345157","Prishtinë","Registered","LLC","2025","https://arbk.atlas-studio.eu/activity/7911/page/26"
"Balkan Travel Group SH.P.K.","812345082","Mitrovicë","Registered","LLC","2025","https://arbk.atlas-studio.eu/activity/7911/page/26"
"Ardo Agency SH.P.K.","812214576","Prishtinë","Registered","LLC","2024","https://arbk.atlas-studio.eu/activity/7911/page/26"
"BudgetTravelingKS SH.P.K.","812214443","Fushë Kosovë","Registered","LLC","2024","https://arbk.atlas-studio.eu/activity/7911/page/26"
"Supercool SH.P.K.","812096130","Prishtinë","Registered","LLC","2023","https://arbk.atlas-studio.eu/activity/7911/page/26"
"Jeton Sahiti B.I.","810668361","Ferizaj","Registered","Individual","2006","https://arbk.atlas-studio.eu/activity/7911/page/26"
"Qazim Emini B.I.","810288531","Dragash","Registered","Individual","2003","https://arbk.atlas-studio.eu/activity/7911/page/26"
"AMALFI SH.P.K.","812095752","Prishtinë","Registered","LLC","2023","https://arbk.atlas-studio.eu/activity/7911/page/26"
"Granit Alaj B.I.","811366500","Deçan","Registered","Individual","2019","https://arbk.atlas-studio.eu/activity/7911/page/26"
"TEO TRAVEL SH.P.K.","810169682","Klinë","Registered","LLC","2018","https://arbk.atlas-studio.eu/activity/7911/page/26"
"VJOLA FLY & TRAVEL SH.P.K.","810169707","Prishtinë","Registered","LLC","2018","https://arbk.atlas-studio.eu/activity/7911/page/26"
"WhereNext L.L.C.","812344406","Prishtinë","Registered","LLC","2025","https://arbk.atlas-studio.eu/activity/7911/page/26"
"AZ ONLINE SH.P.K.","812212364","Malishevë","Registered","LLC","2024","https://arbk.atlas-studio.eu/activity/7911/page/26"
"Qefsere Tafa Berisha B.I.","812212976","Viti","Registered","Individual","2024","https://arbk.atlas-studio.eu/activity/7911/page/26"
"Eshrefe Halili B.I.","811365495","Gjilan","Registered","Individual","2019","https://arbk.atlas-studio.eu/activity/7911/page/26"
"Pranvera Travel Agency SH.P.K.","812094936","Pejë","Registered","LLC","2023","https://arbk.atlas-studio.eu/activity/7911/page/26"
"AVENTORIA AGENCY SH.P.K.","810067729","Prishtinë","Registered","LLC","2017","https://arbk.atlas-studio.eu/activity/7911/page/26"
"VIP TRAVEL SH.P.K.","810200105","Prishtinë","Registered","LLC","2016","https://arbk.atlas-studio.eu/activity/7911/page/26"
"Top Travel Group L.L.C.","812212166","Prishtinë","Registered","LLC","2024","https://arbk.atlas-studio.eu/activity/7911/page/26"
"Visit in Kosovo Racaj SH.P.K.","812212140","Prishtinë","Registered","LLC","2024","https://arbk.atlas-studio.eu/activity/7911/page/26"
"Arizona Baxhaku B.I.","810925935","Prishtinë","Registered","Individual","2012","https://arbk.atlas-studio.eu/activity/7911/page/27"
"AURAX & CO SH.P.K.","812211324","Skenderaj","Registered","LLC","2024","https://arbk.atlas-studio.eu/activity/7911/page/27"
"Dafina Haxhishabani B.I.","810065658","Gjakovë","Registered","Individual","2017","https://arbk.atlas-studio.eu/activity/7911/page/27"
"Mare Travel SH.P.K.","812211217","Suharekë","Registered","LLC","2024","https://arbk.atlas-studio.eu/activity/7911/page/27"
"Reis Buro Sion 1 SH.P.K.","810549339","Mitrovicë","Registered","LLC","2013","https://arbk.atlas-studio.eu/activity/7911/page/27"
"BunaTravel KS SH.P.K.","812334861","Skenderaj","Registered","LLC","2025","https://arbk.atlas-studio.eu/activity/7911/page/27"
"Ismail Rashiti B.I.","810261404","Gjilan","Registered","Individual","2000","https://arbk.atlas-studio.eu/activity/7911/page/27"
"Duos Travel Agency SH.P.K.","812341395","Ferizaj","Registered","LLC","2025","https://arbk.atlas-studio.eu/activity/7911/page/27"
"Xhevahire B. Bajrami B.I.","811362326","Shtime","Registered","Individual","2019","https://arbk.atlas-studio.eu/activity/7911/page/27"
"Kosova Airways.com SH.P.K.","810853417","Prishtinë","Registered","LLC","2015","https://arbk.atlas-studio.eu/activity/7911/page/27"
"AIR MARIGONA SH.P.K.","811159921","Graçanicë","Registered","LLC","2015","https://arbk.atlas-studio.eu/activity/7911/page/27"
"Artir Osmani B.I.","811200956","Gjilan","Registered","Individual","2011","https://arbk.atlas-studio.eu/activity/7911/page/27"
"Lulzim Veseli B.I.","811016262","Skenderaj","Registered","Individual","2009","https://arbk.atlas-studio.eu/activity/7911/page/27"
"Agjencia Turistike ''Ballkani'' SH.P.K.","812340933","Fushë Kosovë","Registered","LLC","2025","https://arbk.atlas-studio.eu/activity/7911/page/27"
"PRO WAY TRAVEL L.L.C.","811870832","Prishtinë","Registered","LLC","2021","https://arbk.atlas-studio.eu/activity/7911/page/27"
"FLY ANGEL SH.P.K.","811870270","Lipjan","Registered","LLC","2021","https://arbk.atlas-studio.eu/activity/7911/page/27"
"Pranvera Tours F.M.N. SH.P.K.","812210219","Pejë","Registered","LLC","2024","https://arbk.atlas-studio.eu/activity/7911/page/27"
"Vali Travel SH.P.K.","811977232","Prizren","Registered","LLC","2022","https://arbk.atlas-studio.eu/activity/7911/page/27"
"ARBESA - AIR SH.P.K.","810166208","Ferizaj","Registered","LLC","2018","https://arbk.atlas-studio.eu/activity/7911/page/27"
"ARINORA SH.P.K.","810166266","Prishtinë","Registered","LLC","2018","https://arbk.atlas-studio.eu/activity/7911/page/27"
"JARA TRAVEL SH.P.K.","810064915","Prishtinë","Registered","LLC","2017","https://arbk.atlas-studio.eu/activity/7911/page/27"
"Fehmi Llausha B.I.","811282897","Vushtrri","Registered","Individual","2013","https://arbk.atlas-studio.eu/activity/7911/page/27"
"Quality Holidays SH.P.K.","812090570","Ferizaj","Registered","LLC","2023","https://arbk.atlas-studio.eu/activity/7911/page/27"
"Rinora Hoti B.I.","811360057","Malishevë","Registered","Individual","2019","https://arbk.atlas-studio.eu/activity/7911/page/27"
"Xhafer Shantir B.I.","810064113","Prizren","Registered","Individual","2017","https://arbk.atlas-studio.eu/activity/7911/page/27"
"Gjergj Duhanaj B.I.","811249053","Klinë","Registered","Individual","2014","https://arbk.atlas-studio.eu/activity/7911/page/27"
"Gëzim Bujari B.I.","811036509","Suharekë","Registered","Individual","2009","https://arbk.atlas-studio.eu/activity/7911/page/27"
"Hea Travel SH.P.K.","812338863","Gjilan","Registered","LLC","2025","https://arbk.atlas-studio.eu/activity/7911/page/27"
"Kosovo Gate Tourism L.L.C.","812338251","Fushë Kosovë","Registered","LLC","2025","https://arbk.atlas-studio.eu/activity/7911/page/27"
"Medcare Health Consulting SH.P.K.","811465295","Ferizaj","Registered","LLC","2020","https://arbk.atlas-studio.eu/activity/7911/page/27"
"Zarife Ramushi B.I.","811976169","Gjilan","Registered","Individual","2022","https://arbk.atlas-studio.eu/activity/7911/page/27"
"ViaTravelprn L.L.C.","812334639","Prishtinë","Registered","LLC","2025","https://arbk.atlas-studio.eu/activity/7911/page/27"
"Sheremeti Tours D.SH. SH.P.K.","812203719","Pejë","Registered","LLC","2024","https://arbk.atlas-studio.eu/activity/7911/page/27"
"Nova Travel SH.P.K.","812208165","Gjilan","Registered","LLC","2024","https://arbk.atlas-studio.eu/activity/7911/page/28"
"Lendita Haziri B.I.","810925422","Prishtinë","Registered","Individual","2012","https://arbk.atlas-studio.eu/activity/7911/page/28"
"TRUVIA TRAVEL SH.P.K.","812337469","Prishtinë","Registered","LLC","2025","https://arbk.atlas-studio.eu/activity/7911/page/28"
"Faton Kamberi B.I.","811074294","Ferizaj","Registered","Individual","2012","https://arbk.atlas-studio.eu/activity/7911/page/28"
"AMK INTERNATIONAL O.P.","810469694","Prishtinë","Registered","Partnership","2001","https://arbk.atlas-studio.eu/activity/7911/page/28"
